Revenue,Increase,Date,Open,Close,High,Low
FALSE,-0.0134,6/10/2026,25512.07,25169.5,25726,25145.3
FALSE,-0.0165,6/9/2026,26110.31,25678.82,26259.92,24980.38
FALSE,-0.0052,6/8/2026,26065.07,25929.66,26179.65,25872.68
FALSE,-0.0312,6/5/2026,26536.59,25709.43,26572.25,25648.47
TRUE,0.0095,6/4/2026,26579.3,26830.96,26923.7,26554.24
FALSE,-0.0088,6/3/2026,27092.84,26853.98,27130.88,26769.16
TRUE,0.0024,6/2/2026,27030.07,27093.9,27171.29,26932.77
TRUE,0.005,6/1/2026,26952.58,27086.81,27190.21,26913.12
TRUE,0.0004,5/29/2026,26960.84,26972.62,27094.8,26859.26
TRUE,0.0087,5/28/2026,26686.53,26917.47,26934.84,26588.52
FALSE,-0.0008,5/27/2026,26695.44,26674.73,26715.31,26538.31
TRUE,0.0025,5/26/2026,26590.5,26656.18,26725.29,26520.3
FALSE,-0.0014,5/22/2026,26381.56,26343.97,26504.55,26309.8
TRUE,0.0057,5/21/2026,26143.62,26293.1,26403.57,26039.37
TRUE,0.0107,5/20/2026,25991.51,26270.36,26273.76,25928.33
FALSE,-0.002,5/19/2026,25923.49,25870.71,26050.29,25701.44
FALSE,-0.0076,5/18/2026,26289.49,26090.73,26310.84,25867.3
FALSE,-0.0024,5/15/2026,26288.92,26225.14,26460.76,26097.54
TRUE,0.0079,5/14/2026,26425.47,26635.22,26707.14,26423.21
TRUE,0.0097,5/13/2026,26147.65,26402.34,26474.18,25990.16
FALSE,0,5/12/2026,26087.01,26088.2,26190.48,25739.22
TRUE,0.0053,5/11/2026,26135.63,26274.13,26359.31,26129.83
TRUE,0.0111,5/8/2026,25958.12,26247.08,26248.62,25944.78
FALSE,-0.0029,5/7/2026,25881.3,25806.2,26036.38,25713.65
TRUE,0.0135,5/6/2026,25495.17,25838.94,25850.19,25464.44
TRUE,0.0027,5/5/2026,25258.88,25326.13,25361.05,25217.16
FALSE,-0.0018,5/4/2026,25112.18,25067.8,25210.47,24913.12
TRUE,0.0055,5/1/2026,24977.79,25114.44,25223.12,24967.09
TRUE,0.0013,4/30/2026,24859.94,24892.31,24935.59,24491.83
TRUE,0.0027,4/29/2026,24606.53,24673.24,24724.11,24532.7
TRUE,0.0022,4/28/2026,24609.57,24663.8,24724.7,24524.23
TRUE,0.0035,4/27/2026,24799.64,24887.1,24899.37,24694.82
TRUE,0.0089,4/24/2026,24616.56,24836.6,24854.04,24524.37
FALSE,-0.0047,4/23/2026,24553.75,24438.5,24664.87,24209.74
TRUE,0.008,4/22/2026,24462.31,24657.57,24660.11,24421.4
FALSE,-0.0084,4/21/2026,24465.34,24259.96,24537.58,24199
FALSE,-0.0005,4/20/2026,24417.53,24404.39,24435.92,24221.53
TRUE,0.0054,4/17/2026,24338.01,24468.48,24519.51,24286.47
TRUE,0.0017,4/16/2026,24062.45,24102.7,24156.18,23894.91
TRUE,0.0138,4/15/2026,23688.12,24016.02,24026.56,23672.26
TRUE,0.0132,4/14/2026,23331.5,23639.08,23639.08,23331.5
TRUE,0.0146,4/13/2026,22849.23,23183.74,23187.96,22795.82
FALSE,-0.0005,4/10/2026,22913.91,22902.89,23011.77,22845.06
TRUE,0.0078,4/9/2026,22646.35,22822.42,22836.75,22529.21
FALSE,-0.0082,4/8/2026,22821.21,22634.99,22821.21,22501.28
TRUE,0.0041,4/7/2026,21927.09,22017.85,22024.9,21611
TRUE,0.0026,4/6/2026,21939.8,21996.34,22052.41,21864.5
TRUE,0.0189,4/2/2026,21472.52,21879.18,21906.48,21371.32
TRUE,0.0045,4/1/2026,21742.8,21840.95,21983.07,21723.72
TRUE,0.025,3/31/2026,21064.33,21590.63,21642.62,21063.38
FALSE,-0.0143,3/30/2026,21096.24,20794.64,21139.72,20690.25
FALSE,-0.0159,3/27/2026,21287.19,20948.36,21293.5,20909.93
FALSE,-0.0131,3/26/2026,21693.17,21408.08,21823.58,21395.77
FALSE,-0.0035,3/25/2026,22006.43,21929.83,22093.18,21865.46
FALSE,-0.0021,3/24/2026,21807.6,21761.89,21916.16,21712.04
FALSE,-0.0022,3/23/2026,21995.78,21946.76,22189.34,21865.8
FALSE,-0.0155,3/20/2026,21989.33,21647.61,21997.09,21522.75
TRUE,0.01,3/19/2026,21871.04,22090.69,22187.06,21851.05
FALSE,-0.012,3/18/2026,22421.96,22152.42,22461.76,22144.76
TRUE,0.001,3/17/2026,22458.03,22479.53,22569.64,22409.07
TRUE,0.0015,3/16/2026,22340.39,22374.18,22521.59,22316.63
FALSE,-0.0143,3/13/2026,22425.7,22105.36,22521.38,22069.24
FALSE,-0.0095,3/12/2026,22526.58,22311.98,22550.75,22290.48
FALSE,-0.0024,3/11/2026,22771.27,22716.13,22877.71,22602.33
FALSE,-0.0011,3/10/2026,22722.94,22697.1,22906.72,22608.23
TRUE,0.0231,3/9/2026,22184.05,22695.95,22741.03,22061.97
FALSE,-0.0015,3/6/2026,22421.17,22387.68,22614.41,22328.13
TRUE,0.0008,3/5/2026,22729.88,22748.99,22877.02,22500.29
TRUE,0.0082,3/4/2026,22620.89,22807.48,22891.88,22570.67
TRUE,0.0101,3/3/2026,22292.37,22516.69,22601.59,22124.78
TRUE,0.0191,3/2/2026,22322.12,22748.86,22802.8,22306.08
TRUE,0.0023,2/27/2026,22615.43,22668.21,22735.78,22538.3
FALSE,-0.0096,2/26/2026,23100.58,22878.38,23109.46,22670.8
TRUE,0.0064,2/25/2026,23005.01,23152.08,23169.68,23004.69
TRUE,0.0098,2/24/2026,22641.6,22863.68,22895.48,22528.26
FALSE,-0.0094,2/23/2026,22840.97,22627.27,22893.22,22547.12
TRUE,0.0153,2/20/2026,22542.28,22886.07,22948.87,22539.05
TRUE,0.0019,2/19/2026,22639.87,22682.73,22768.83,22583.61
TRUE,0.0055,2/18/2026,22629.85,22753.63,22895.95,22597.77
TRUE,0.0082,2/17/2026,22394.76,22578.38,22690.83,22256.76
FALSE,-0.0007,2/13/2026,22561.46,22546.67,22742.06,22402.38
FALSE,-0.0236,2/12/2026,23142.87,22597.15,23161.6,22548.02
FALSE,-0.0091,2/11/2026,23278.29,23066.47,23320.62,22902.01
FALSE,-0.0073,2/10/2026,23271.22,23102.47,23310.73,23089.1
TRUE,0.0125,2/9/2026,22952.24,23238.67,23314.67,22878.37
TRUE,0.0179,2/6/2026,22625.3,23031.21,23088.46,22586.4
FALSE,-0.0028,2/5/2026,22604.02,22540.59,22841.28,22461.14
FALSE,-0.0135,2/4/2026,23217.02,22904.58,23270.07,22684.51
FALSE,-0.0174,2/3/2026,23667.44,23255.19,23691.6,23027.21
TRUE,0.0095,2/2/2026,23370.55,23592.11,23686.83,23356.4
FALSE,-0.005,1/30/2026,23578.96,23461.82,23662.25,23351.55
FALSE,-0.0061,1/29/2026,23830.92,23685.12,23840.55,23232.78
FALSE,-0.0045,1/28/2026,23965.11,23857.45,23988.26,23775.49
TRUE,0.0035,1/27/2026,23734.75,23817.1,23865.26,23694.38
TRUE,0.0031,1/26/2026,23529.28,23601.36,23688.94,23486.08
TRUE,0.0026,1/23/2026,23440.92,23501.24,23610.74,23374.26
FALSE,-0.0002,1/22/2026,23440.71,23436.02,23503.16,23335.15
TRUE,0.009,1/21/2026,23017.68,23224.82,23383.24,22927.88
FALSE,-0.0081,1/20/2026,23142.69,22954.32,23236.05,22916.83
FALSE,-0.0053,1/16/2026,23639.69,23515.39,23664.26,23446.81
FALSE,-0.0069,1/15/2026,23693.97,23530.02,23721.11,23502.18
FALSE,-0.0039,1/14/2026,23563.92,23471.75,23590.19,23306.66
FALSE,-0.0011,1/13/2026,23735.12,23709.87,23813.3,23607.59
TRUE,0.0067,1/12/2026,23576.88,23733.9,23804.05,23562.97
TRUE,0.0075,1/9/2026,23496.21,23671.35,23721.15,23426.48
FALSE,-0.0029,1/8/2026,23548.88,23480.02,23558.17,23353.46
TRUE,0.0017,1/7/2026,23544.89,23584.27,23723.37,23504.22
TRUE,0.0043,1/6/2026,23446.96,23547.17,23559.15,23389.57
FALSE,-0.0023,1/5/2026,23449.67,23395.82,23476.51,23332.23
FALSE,-0.0105,1/2/2026,23481.49,23235.63,23585.96,23119.49
FALSE,-0.0076,12/31/2025,23420.85,23241.99,23445.26,23237.78
FALSE,-0.002,12/30/2025,23465.67,23419.08,23521.05,23414.83
TRUE,0.0025,12/29/2025,23414.68,23474.35,23531.02,23397.52
FALSE,-0.0022,12/26/2025,23645.91,23593.1,23665.15,23567.85
TRUE,0.0024,12/24/2025,23555.95,23613.31,23621.72,23527.97
TRUE,0.0066,12/23/2025,23407.7,23561.84,23563.46,23377.49
FALSE,-0.0009,12/22/2025,23450.53,23428.83,23476.5,23362.93
TRUE,0.008,12/19/2025,23121.9,23307.62,23307.91,23106.19
FALSE,-0.0002,12/18/2025,23012.06,23006.36,23149.61,22906.23
FALSE,-0.0191,12/17/2025,23135.61,22693.32,23159.2,22692
TRUE,0.0056,12/16/2025,22981.82,23111.46,23162.6,22920.66
FALSE,-0.0117,12/15/2025,23330.04,23057.41,23345.56,23012
FALSE,-0.0125,12/12/2025,23488.87,23195.17,23554.89,23094.51
TRUE,0.0036,12/11/2025,23509.22,23593.86,23606.7,23308.95
TRUE,0.005,12/10/2025,23536,23654.16,23704.08,23435.17
TRUE,0.0031,12/9/2025,23504.61,23576.49,23616.46,23449.73
FALSE,-0.0039,12/8/2025,23638.22,23545.9,23698.93,23455.05
TRUE,0.0004,12/5/2025,23567.77,23578.13,23680.03,23506
FALSE,-0.0009,12/4/2025,23527.3,23505.14,23528.53,23372.33
TRUE,0.0059,12/3/2025,23315.58,23454.09,23499.93,23271.83
TRUE,0.0015,12/2/2025,23379.75,23413.67,23526.23,23286.46
TRUE,0.0045,12/1/2025,23172.34,23275.92,23363.85,23110.21
TRUE,0.0032,11/28/2025,23291.59,23365.69,23365.79,23250.51
TRUE,0.0022,11/26/2025,23163.19,23214.69,23280.58,23074.39
TRUE,0.0098,11/25/2025,22802.85,23025.59,23070.09,22587.11
TRUE,0.0173,11/24/2025,22482.16,22872.01,22916.4,22478.27
TRUE,0.005,11/21/2025,22162.83,22273.08,22531.84,21898.29
FALSE,-0.0425,11/20/2025,23057,22078.05,23147.33,22043.2
TRUE,0.0047,11/19/2025,22459.27,22564.23,22821.24,22385.22
FALSE,-0.0059,11/18/2025,22565.9,22432.85,22643.01,22231.15
FALSE,-0.0035,11/17/2025,22788.32,22708.07,23044.55,22559.51
TRUE,0.0158,11/14/2025,22544.72,22900.59,23073.18,22436.79
FALSE,-0.0169,11/13/2025,23262.65,22870.35,23264.27,22796.07
FALSE,-0.0067,11/12/2025,23563.84,23406.46,23564.09,23278.3
TRUE,0.0026,11/11/2025,23407.72,23468.3,23508.44,23315.28
TRUE,0.0074,11/10/2025,23354.85,23527.17,23569.62,23290.05
TRUE,0.0049,11/7/2025,22892.92,23004.54,23009.91,22563.42
FALSE,-0.0174,11/6/2025,23461.29,23053.99,23469.55,23011.06
TRUE,0.0061,11/5/2025,23358.07,23499.8,23636.53,23286.87
FALSE,-0.0047,11/4/2025,23458.21,23348.64,23644.15,23333.32
FALSE,-0.0049,11/3/2025,23951.91,23834.72,23976.84,23764.87
FALSE,-0.0091,10/31/2025,23941.78,23724.96,23946.23,23628.82
FALSE,-0.0089,10/30/2025,23793.08,23581.14,23846.13,23578.47
FALSE,-0.0012,10/29/2025,23987.29,23958.47,24019.99,23763.99
TRUE,0.0026,10/28/2025,23766.46,23827.49,23901.36,23675.19
TRUE,0.0043,10/27/2025,23537.32,23637.46,23658.66,23493.96
TRUE,0.0027,10/24/2025,23143.23,23204.87,23261.26,23127.95
TRUE,0.0084,10/23/2025,22751.33,22941.8,22983.46,22732.18
FALSE,-0.0087,10/22/2025,22940.79,22740.4,22978.4,22514.08
FALSE,-0.0013,10/21/2025,22984.55,22953.67,23010.35,22894.42
TRUE,0.0064,10/20/2025,22844.82,22990.54,23031.87,22841
TRUE,0.0085,10/17/2025,22489.81,22679.97,22736.01,22396.65
FALSE,-0.0089,10/16/2025,22764.4,22562.54,22886.87,22404.69
FALSE,-0.003,10/15/2025,22738.5,22670.08,22841.69,22427.79
TRUE,0.006,10/14/2025,22388.04,22521.7,22691.07,22213.73
TRUE,0.0051,10/13/2025,22578.67,22694.61,22718.75,22499.49
FALSE,-0.0364,10/10/2025,23043.52,22204.43,23119.91,22193.07
FALSE,-0.0009,10/9/2025,23045.33,23024.63,23062.62,22899.16
TRUE,0.0084,10/8/2025,22852.32,23043.38,23045.14,22845.42
FALSE,-0.008,10/7/2025,22972.37,22788.36,23006.07,22718.76
TRUE,0.0021,10/6/2025,22894.35,22941.67,22991.72,22827.56
FALSE,-0.0046,10/3/2025,22886.16,22780.51,22925.43,22695.82
FALSE,-0.0018,10/2/2025,22885.9,22844.05,22900.6,22729.75
TRUE,0.01,10/1/2025,22530.95,22755.16,22782.58,22516.74
TRUE,0.0035,9/30/2025,22580.36,22660.01,22671.39,22493.96
FALSE,-0.0006,9/29/2025,22605.3,22591.15,22704.9,22536.06
TRUE,0.0036,9/26/2025,22403.27,22484.07,22488.18,22285.44
TRUE,0.003,9/25/2025,22318.77,22384.7,22456.78,22185.87
FALSE,-0.007,9/24/2025,22656.02,22497.85,22657.45,22397
FALSE,-0.0092,9/23/2025,22782.72,22573.47,22785.13,22539.04
TRUE,0.0081,9/22/2025,22606.59,22788.98,22801.9,22590.86
TRUE,0.0034,9/19/2025,22554.32,22631.48,22645.11,22497.71
TRUE,0.0014,9/18/2025,22439.11,22470.73,22540.93,22358.49
FALSE,-0.0032,9/17/2025,22333.02,22261.33,22339.54,22058.92
FALSE,-0.0028,9/16/2025,22397.5,22333.96,22397.5,22308.78
TRUE,0.0047,9/15/2025,22243.2,22348.75,22352.25,22233
TRUE,0.0028,9/12/2025,22078.63,22141.1,22182.34,22031.62
TRUE,0.003,9/11/2025,21977.51,22043.07,22059.71,21908.81
FALSE,-0.0043,9/10/2025,21980.6,21886.06,22000.97,21810.84
TRUE,0.001,9/9/2025,21858.17,21879.49,21891.42,21731.48
FALSE,-0.0003,9/8/2025,21806.22,21798.7,21885.62,21776.24
FALSE,-0.0073,9/5/2025,21860.44,21700.39,21878.81,21534.73
TRUE,0.0078,9/4/2025,21539.91,21707.69,21711.96,21469.4
TRUE,0.0017,9/3/2025,21461.63,21497.73,21553.98,21370.98
TRUE,0.0092,9/2/2025,21086.58,21279.63,21293.69,21033.05
FALSE,-0.0081,8/29/2025,21630.33,21455.55,21631.15,21397.98
TRUE,0.004,8/28/2025,21619.27,21705.16,21742.46,21534.94
TRUE,0.003,8/27/2025,21526.33,21590.14,21616.17,21476.3
TRUE,0.0047,8/26/2025,21443.63,21544.27,21550.92,21389.1
FALSE,-0.0008,8/25/2025,21466.47,21449.29,21572.18,21400.08
TRUE,0.0169,8/22/2025,21139.83,21496.53,21545.43,21092.35
FALSE,-0.0006,8/21/2025,21112.52,21100.31,21198.76,21013.53
FALSE,-0.0046,8/20/2025,21269.67,21172.86,21269.67,20905.99
FALSE,-0.0135,8/19/2025,21607.45,21314.95,21610.24,21277.71
TRUE,0.0006,8/18/2025,21616.82,21629.77,21651.5,21559.33
FALSE,-0.004,8/15/2025,21709.34,21622.98,21716.18,21567.46
TRUE,0.0028,8/14/2025,21649.21,21710.67,21766.29,21627.13
FALSE,-0.0024,8/13/2025,21764.55,21713.14,21803.75,21645.14
TRUE,0.0081,8/12/2025,21507.44,21681.9,21689.68,21386.25
FALSE,-0.0035,8/11/2025,21459.65,21385.4,21549.73,21346.62
TRUE,0.0063,8/8/2025,21316.37,21450.02,21464.53,21284.97
FALSE,-0.0039,8/7/2025,21325.01,21242.7,21408.15,21090.05
TRUE,0.0102,8/6/2025,20955.22,21169.42,21183.88,20937.49
FALSE,-0.0083,8/5/2025,21092.1,20916.55,21138.72,20893.29
TRUE,0.0096,8/4/2025,20853.91,21053.58,21055.24,20833.86
FALSE,-0.0087,8/1/2025,20830.64,20650.13,20865.63,20560.17
FALSE,-0.0156,7/31/2025,21457.48,21122.45,21457.48,21078.67
FALSE,-0.0005,7/30/2025,21140.4,21129.67,21230.88,21016.92
FALSE,-0.0089,7/29/2025,21286.73,21098.29,21303.96,21081.69
TRUE,0.0001,7/28/2025,21176.4,21178.58,21202.18,21122.12
TRUE,0.0023,7/25/2025,21059.94,21108.32,21159.8,21036.85
FALSE,-0.0012,7/24/2025,21083.82,21057.96,21113.1,21001.68
TRUE,0.0026,7/23/2025,20966.47,21020.02,21023.85,20870.67
FALSE,-0.0043,7/22/2025,20982.21,20892.68,20985.34,20750.9
TRUE,0.0007,7/21/2025,20960.33,20974.17,21077.37,20957.44
FALSE,-0.003,7/18/2025,20959.57,20895.66,20980.56,20846.12
TRUE,0.006,7/17/2025,20760.32,20885.65,20911.83,20735.55
TRUE,0.0006,7/16/2025,20717.81,20730.49,20751.05,20507.06
FALSE,-0.007,7/15/2025,20822.76,20677.8,20836.04,20670.58
TRUE,0.0023,7/14/2025,20592.56,20640.33,20672.34,20492.63
TRUE,0.0011,7/11/2025,20562.88,20585.53,20647.98,20509.75
FALSE,-0.0003,7/10/2025,20636.48,20630.66,20655.39,20495.14
TRUE,0.0043,7/9/2025,20522.09,20611.34,20645.41,20486.38
FALSE,-0.0024,7/8/2025,20466.93,20418.46,20480.89,20377.35
FALSE,-0.0038,7/7/2025,20490.55,20412.52,20511.82,20323.02
TRUE,0.005,7/3/2025,20497.66,20601.1,20624.51,20480.22
TRUE,0.0103,7/2/2025,20184.37,20393.13,20397.22,20181.74
FALSE,-0.0043,7/1/2025,20290.61,20202.89,20339.05,20105.42
TRUE,0.0005,6/30/2025,20360.15,20369.73,20418.31,20266.36
TRUE,0.0028,6/27/2025,20217.26,20273.46,20311.51,20095.05
TRUE,0.0053,6/26/2025,20062.19,20167.91,20187.15,19982.48
FALSE,-0.002,6/25/2025,20013.95,19973.55,20052.78,19918.08
TRUE,0.0052,6/24/2025,19809.61,19912.53,19946.72,19795.29
TRUE,0.0105,6/23/2025,19427.01,19630.97,19643.7,19334.98
FALSE,-0.0098,6/20/2025,19639.41,19447.41,19696.11,19380.58
TRUE,0.001,6/18/2025,19526.92,19546.27,19660.77,19489.56
FALSE,-0.0054,6/17/2025,19627.08,19521.09,19666.56,19485.44
TRUE,0.0077,6/16/2025,19550.75,19701.21,19733.31,19550.75
FALSE,-0.0023,6/13/2025,19450.92,19406.83,19591.87,19367.42
TRUE,0.0043,6/12/2025,19578.87,19662.48,19690.61,19553.56
FALSE,-0.0083,6/11/2025,19779.35,19615.88,19800.46,19551.34
TRUE,0.0048,6/10/2025,19620.11,19714.99,19730.38,19539.09
TRUE,0.0009,6/9/2025,19573.14,19591.24,19637.56,19531.1
TRUE,0.0002,6/6/2025,19526.99,19529.95,19593.18,19464.84
FALSE,-0.0113,6/5/2025,19518.2,19298.45,19610.51,19226.22
TRUE,0.0013,6/4/2025,19434.94,19460.49,19493.45,19359.09
TRUE,0.0057,6/3/2025,19288.66,19398.96,19459.28,19224.7
TRUE,0.0094,6/2/2025,19063.06,19242.61,19252.71,18985.3
FALSE,-0.0009,5/30/2025,19131.22,19113.77,19157.78,18847.74
FALSE,-0.011,5/29/2025,19389.39,19175.87,19389.39,19091.54
FALSE,-0.0068,5/28/2025,19232.62,19100.94,19276.83,19084.38
TRUE,0.0097,5/27/2025,19014.44,19199.16,19210.95,18961.69
TRUE,0.0062,5/23/2025,18622.38,18737.21,18841.52,18599.69
TRUE,0.002,5/22/2025,18888.05,18925.73,19061.11,18840.34
FALSE,-0.0069,5/21/2025,19002.94,18872.64,19241.41,18799.2
TRUE,0.0006,5/20/2025,19132.06,19142.71,19186.68,19015.63
TRUE,0.0147,5/19/2025,18937.42,19215.46,19227.22,18937.42
TRUE,0.0031,5/16/2025,19151.54,19211.1,19213.42,19038.48
TRUE,0.0043,5/15/2025,19031.24,19112.32,19207.22,18967.78
TRUE,0.0038,5/14/2025,19074.72,19146.81,19174.55,19023.61
TRUE,0.0133,5/13/2025,18761.23,19010.08,19065.96,18745.5
TRUE,0.0018,5/12/2025,18674.55,18708.34,18710.22,18472.71
FALSE,-0.0052,5/9/2025,18022.55,17928.92,18068.9,17853.84
TRUE,0.0004,5/8/2025,17920.15,17928.14,18096,17776
TRUE,0.0018,5/7/2025,17706.83,17738.16,17820.3,17503.01
TRUE,0.0038,5/6/2025,17623.21,17689.66,17830.35,17592.88
TRUE,0.0015,5/5/2025,17817.01,17844.24,17965.64,17792.08
TRUE,0.0061,5/2/2025,17868.76,17977.73,18048.83,17812.05
FALSE,-0.0046,5/1/2025,17793.14,17710.74,17922.83,17688.1
TRUE,0.0203,4/30/2025,17099.98,17446.34,17483.82,16959.53
TRUE,0.011,4/29/2025,17270.76,17461.32,17500.41,17256.2
FALSE,-0.0014,4/28/2025,17390.93,17366.13,17467.35,17128.71
TRUE,0.0117,4/25/2025,17182.11,17382.94,17404.49,17110.72
TRUE,0.0245,4/24/2025,16754.76,17166.04,17174.35,16744.97
FALSE,-0.0102,4/23/2025,16880.29,16708.05,17029.86,16642.66
TRUE,0.0137,4/22/2025,16079.94,16300.42,16410.56,16038.73
FALSE,-0.0113,4/21/2025,16052.76,15870.9,16066.79,15685.33
FALSE,-0.0069,4/17/2025,16399.97,16286.45,16408.51,16181.17
FALSE,-0.0117,4/16/2025,16499.69,16307.16,16600.36,16066.46
FALSE,-0.0011,4/15/2025,16842.39,16823.17,16979.96,16753.22
FALSE,-0.0169,4/14/2025,17120.44,16831.48,17136.55,16661.26
TRUE,0.0224,4/11/2025,16358.53,16724.46,16753.41,16228.04
FALSE,-0.0149,4/10/2025,16635.45,16387.31,16712.37,15894.26
TRUE,0.1196,4/9/2025,15295.44,17124.97,17202.94,15270.28
FALSE,-0.0564,4/8/2025,16181.04,15267.91,16316.51,15053.39
TRUE,0.0417,4/7/2025,14978.03,15603.26,16292.28,14784.03
FALSE,-0.0285,4/4/2025,16045.6,15587.79,16128.16,15575.68
FALSE,-0.0143,4/3/2025,16790.53,16550.61,16889.34,16533.04
TRUE,0.0229,4/2/2025,17207.01,17601.05,17716.52,17181.27
TRUE,0.0133,4/1/2025,17221.55,17449.89,17506.58,17149.36
TRUE,0.0149,3/31/2025,17045.44,17299.29,17334.98,16854.37
FALSE,-0.0225,3/28/2025,17722.09,17322.99,17763.28,17283.06
FALSE,-0.0004,3/27/2025,17811.24,17804.03,17988.02,17743.8
FALSE,-0.0175,3/26/2025,18217.33,17899.01,18236.55,17837.26
TRUE,0.0035,3/25/2025,18207.97,18271.86,18281.13,18170.42
TRUE,0.0079,3/24/2025,18046.18,18188.59,18210.05,18030.68
TRUE,0.0151,3/21/2025,17519.84,17784.05,17798.06,17474.81
TRUE,0.006,3/20/2025,17586.06,17691.63,17903.2,17576.82
TRUE,0.0091,3/19/2025,17590.12,17750.79,17917.54,17533.94
FALSE,-0.009,3/18/2025,17662.57,17504.12,17682.92,17431.67
TRUE,0.0049,3/17/2025,17722.55,17808.66,17925.94,17645.87
TRUE,0.0132,3/14/2025,17523.3,17754.09,17773.48,17491.08
FALSE,-0.0168,3/13/2025,17598.56,17303.01,17621.91,17239.44
FALSE,-0.0036,3/12/2025,17711.41,17648.45,17800.1,17436.27
FALSE,-0.0004,3/11/2025,17443.09,17436.1,17687.4,17238.24
FALSE,-0.0209,3/10/2025,17840.32,17468.32,17868.07,17291.82
TRUE,0.0092,3/7/2025,18029.85,18196.22,18243.58,17768.59
FALSE,-0.0074,3/6/2025,18204.53,18069.26,18439.24,17980.39
TRUE,0.0131,3/5/2025,18312.97,18552.73,18604.47,18144.73
TRUE,0.006,3/4/2025,18176.43,18285.16,18589.49,17956.6
FALSE,-0.0303,3/3/2025,18923.36,18350.19,18992.3,18216.63
TRUE,0.02,2/28/2025,18477.17,18847.28,18861.33,18372.99
FALSE,-0.0348,2/27/2025,19212.36,18544.42,19242.69,18535.22
